SB29,C00828541,SB29.1037159.993,SB29.1037159,SB29,ORG,MARRIOTT INTERNATIONAL,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,G2024,,2024-11-02,394.47,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.994,SB29.1037159,SB29,ORG,MARRIOTT INTERNATIONAL,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,G2024,,2024-11-02,291.56,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.995,SB29.1037159,SB29,ORG,MARRIOTT INTERNATIONAL,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,G2024,,2024-11-02,11346.79,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.996,SB29.1037159,SB29,ORG,MARRIOTT INTERNATIONAL,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,G2024,,2024-11-03,652.37,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.997,SB29.1037159,SB29,ORG,MARRIOTT INTERNATIONAL,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,G2024,,2024-11-03,395.60,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.998,SB29.1037159,SB29,ORG,MARRIOTT INTERNATIONAL,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,G2024,,2024-11-03,496.58,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.999,SB29.1037159,SB29,ORG,MARRIOTT INTERNATIONAL,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,G2024,,2024-11-03,422.39,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1000,SB29.1037159,SB29,ORG,MARRIOTT INTERNATIONAL,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,G2024,,2024-11-03,665.17,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1001,SB29.1037159,SB29,ORG,MARRIOTT INTERNATIONAL,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,G2024,,2024-11-04,601.85,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1002,SB29.1037159,SB29,ORG,MARRIOTT INTERNATIONAL,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,G2024,,2024-11-04,125.35,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1003,SB29.1037159,SB29,ORG,MARRIOTT INTERNATIONAL,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,G2024,,2024-11-04,125.35,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1004,SB29.1037159,SB29,ORG,MARRIOTT INTERNATIONAL,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,G2024,,2024-11-04,136.85,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1005,SB29.1037159,SB29,ORG,MARRIOTT INTERNATIONAL,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,G2024,,2024-11-04,287.02,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1006,SB29.1037159,SB29,ORG,MARRIOTT INTERNATIONAL,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,G2024,,2024-11-05,125.35,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1007,SB29.1037159,SB29,ORG,MARRIOTT INTERNATIONAL,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,G2024,,2024-11-05,136.85,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1008,SB29.1037159,SB29,ORG,MARRIOTT INTERNATIONAL,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,G2024,,2024-11-05,195.71,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1009,SB29.1037159,SB29,ORG,MARRIOTT INTERNATIONAL,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,G2024,,2024-11-05,336.74,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1010,SB29.1037159,SB29,ORG,MARRIOTT INTERNATIONAL,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,G2024,,2024-11-06,3306.74,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1011,SB29.1037159,SB29,ORG,MARRIOTT INTERNATIONAL,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,G2024,,2024-11-06,39340.08,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1012,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-28,118.38,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1013,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-28,4212.76,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1014,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-28,1493.08,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1015,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-28,191.01,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1016,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-28,707.94,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1019,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-29,1134.44,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1020,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-29,210.53,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1021,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-29,516.83,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1027,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-30,215.17,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1028,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-30,1214.86,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1029,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-30,471.84,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1030,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-30,878.69,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1031,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-30,301.31,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1032,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-30,848.53,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1033,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-30,511.58,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1034,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-30,482.46,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1041,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-31,520.53,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1042,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-31,272.01,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1043,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-31,204.74,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1044,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-31,171.82,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1045,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-31,663.34,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1046,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-31,804.09,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1050,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-01,422.80,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1051,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-01,83.56,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1052,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-01,725.35,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1053,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-01,505.73,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1054,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-01,917.22,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1055,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-01,1523.95,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1056,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-01,855.91,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1057,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-01,2584.54,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1058,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-01,783.63,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1061,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-02,205.33,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1062,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-02,225.14,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1063,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-02,1921.12,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1064,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-02,269.18,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1065,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-02,1125.12,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1066,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-02,808.88,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1067,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-02,1334.06,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1071,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-03,424.80,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1072,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-03,754.50,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1073,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-03,546.08,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1074,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-03,490.92,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1078,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-04,1325.57,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1079,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-04,613.38,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1080,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-04,519.60,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1081,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-04,493.49,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1082,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-04,400.44,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1083,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-04,452.18,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1084,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-04,702.95,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1085,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-04,750.15,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1086,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-04,660.61,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1087,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-04,554.32,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1088,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-04,1048.14,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1089,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-04,989.42,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1090,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-04,1596.46,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1091,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-04,154.37,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1094,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-05,513.41,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1095,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-05,1823.41,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1096,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-05,122.60,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1097,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-05,777.20,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1098,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-05,1345.24,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1099,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-05,157.63,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1100,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-05,674.18,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1101,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-05,102.84,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1102,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-05,456.80,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1103,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-05,1569.05,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1104,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-05,1502.57,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1105,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-05,523.39,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1106,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-05,3039.76,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1107,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-05,473.23,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1108,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-05,845.75,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1109,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-11-06,165.49,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1017,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-28,92.35,,TRAVEL: TOLLS,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1018,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-28,70.91,,TRAVEL: TOLLS,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1022,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-29,15.55,,TRAVEL: TOLLS,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.1023,SB29.1037159,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-29,29.57,,TRAVEL: TOLLS,,,,,,,,,,,,,,,,,,,X
