form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00253294,SB21B.42106,,,ORG,4IMPRINT,,,,,,101 COMMERCE STREET,,OSHKOSH,WI,54901,,,2023-10-13,1808.57,,PAC PROMOTIONAL ITEMS- NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41766,,,ORG,PNC BANK,,,,,,PO BOX 822713,,PHILADELPHIA,PA,19182,,,2023-08-11,2227.20,,EMPLOYEE BENEFITS - I SHAHID,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41788,,,ORG,PNC BANK,,,,,,PO BOX 822713,,PHILADELPHIA,PA,19182,,,2023-09-18,2784.00,,EMPLOYEE BENEFITS - I SHAHID,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41807,,,ORG,PNC BANK,,,,,,PO BOX 822713,,PHILADELPHIA,PA,19182,,,2023-10-11,2227.20,,EMPLOYEE BENEFITS - I SHAHID,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41834,,,ORG,PNC BANK,,,,,,PO BOX 822713,,PHILADELPHIA,PA,19182,,,2023-11-15,2227.20,,EMPLOYEE BENEFITS - I SHAHID,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41839,,,ORG,PNC BANK,,,,,,PO BOX 822713,,PHILADELPHIA,PA,19182,,,2023-12-07,2784.00,,EMPLOYEE BENEFITS - I SHAHID,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.66433,,,ORG,PNC BANK,,,,,,PO BOX 822713,,PHILADELPHIA,PA,19182,,,2023-12-31,-2774.00,,VOID CHECK - PREVIOUSLY REPORTED - NEVER CASHED,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41799,,,ORG,RYLANDS LLC,,,,,,1533 FORRESTER AVENUE,,SHARON HILL,PA,19079,,,2023-10-04,3250.00,,CATERING EXPENSE - NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42012,,,ORG,SAADS HALAL RESTAURANT,,,,,,4500 WALNUT ST,,PHILADELPHIA,PA,19139,,,2023-08-14,54.48,,MEETING EXPENSE- NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42017,,,ORG,SAADS HALAL RESTAURANT,,,,,,4500 WALNUT ST,,PHILADELPHIA,PA,19139,,,2023-08-14,35.94,,MEETING EXPENSE- NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42099,,,ORG,SAADS HALAL RESTAURANT,,,,,,4500 WALNUT ST,,PHILADELPHIA,PA,19139,,,2023-09-14,32.57,,MEETING EXPENSE- NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42180,,,ORG,SAADS HALAL RESTAURANT,,,,,,4500 WALNUT ST,,PHILADELPHIA,PA,19139,,,2023-11-14,42.68,,MEETING EXPENSE- NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42244,,,ORG,SAADS HALAL RESTAURANT,,,,,,4500 WALNUT ST,,PHILADELPHIA,PA,19139,,,2023-12-14,87.44,,MEETING EXPENSE- NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.66442,,,IND,,SHAHID,ISA   I,,,,665 N Broad Street,,Philadelphia,PA,19123,,,2023-07-31,3051.50,,NET PAYROLL,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.66443,,,IND,,SHAHID,ISA   I,,,,665 N Broad Street,,Philadelphia,PA,19123,,,2023-08-31,4224.51,,NET PAYROLL,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.66444,,,IND,,SHAHID,ISA   I,,,,665 N Broad Street,,Philadelphia,PA,19123,,,2023-09-30,3379.62,,NET PAYROLL,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.66445,,,IND,,SHAHID,ISA   I,,,,665 N Broad Street,,Philadelphia,PA,19123,,,2023-10-31,3379.60,,NET PAYROLL,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.66446,,,IND,,SHAHID,ISA   I,,,,665 N Broad Street,,Philadelphia,PA,19123,,,2023-11-30,4224.51,,NET PAYROLL,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.66447,,,IND,,SHAHID,ISA   I,,,,665 N Broad Street,,Philadelphia,PA,19123,,,2023-12-31,4847.18,,NET PAYROLL,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41819,,,IND,,SHAW,JAMAR,,,,1025 REMINGTON STREET,,CHESTER,PA,19013,,,2023-11-06,424.00,,ELECTION DAY CATERING,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42215,,,ORG,SHOOTERS WATERFRONT,,,,,,3033 NE 32ND AVE,,FORT LAUDERDALE,FL,33308,,,2023-12-14,241.30,,MEETING EXPENSE- NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41817,,,ORG,SMITH EDWARDS DUNLAP CO,,,,,,2867 E ALLEGHENY AVE,,PHILADELPHIA,PA,19134,,,2023-11-02,7950.00,,PRINTING EXPENSE - NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41840,,,ORG,SMITH EDWARDS DUNLAP CO,,,,,,2867 E ALLEGHENY AVE,,PHILADELPHIA,PA,19134,,,2023-12-07,7950.00,,PRINTING EXPENSE - NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41822,,,ORG,SOUTH JAZZ KITCHEN,,,,,,600 N BROAD STREET,,PHILADELPHIA,PA,19130,,,2023-11-06,3691.80,,ELECTION DAY MEALS,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41965,,,ORG,SPRING GARDEN CAR WASH,,,,,,1111 SPRING GARDEN STREET,,PHILADELPHIA,PA,19123,,,2023-07-14,49.63,,AUTO EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42062,,,ORG,SPRING GARDEN CAR WASH,,,,,,1111 SPRING GARDEN STREET,,PHILADELPHIA,PA,19123,,,2023-09-14,56.11,,AUTO EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42156,,,ORG,SPRING GARDEN CAR WASH,,,,,,1111 SPRING GARDEN STREET,,PHILADELPHIA,PA,19123,,,2023-10-13,42.07,,AUTO EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42177,,,ORG,SPRING GARDEN CAR WASH,,,,,,1111 SPRING GARDEN STREET,,PHILADELPHIA,PA,19123,,,2023-11-14,49.63,,AUTO EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42235,,,ORG,SPRING GARDEN CAR WASH,,,,,,1111 SPRING GARDEN STREET,,PHILADELPHIA,PA,19123,,,2023-12-14,56.11,,AUTO EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42239,,,ORG,SPRING GARDEN CAR WASH,,,,,,1111 SPRING GARDEN STREET,,PHILADELPHIA,PA,19123,,,2023-12-14,38.83,,AUTO EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41956,,,ORG,SPRINGHILL SUITES PITTSBURGH,,,,,,3015 PITTSBURGH MILLS BLVD,,TARENTUM,PA,15084,,,2023-07-14,340.86,,CONFERENCE LODGING,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42262,,,ORG,THE TWELVE THIRTY CLUB,,,,,,550 BROADWAY,,NASHVILLE,TN,37203,,,2023-12-14,556.95,,MEETING EXPENSE- NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41823,,,IND,,THOMPSON,HUSAIN,,,,6303 REEDLAND ST,,PHILADELPHIA,PA,19142,,,2023-11-06,1944.00,,ELECTION DAY MEALS,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42006,,,ORG,UBER EATS,,,,,,1455 MARKET STREET,,SAN FRANCISCO,CA,94103,,,2023-08-14,60.45,,TRAVEL MEALS,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42007,,,ORG,UBER EATS,,,,,,1455 MARKET STREET,,SAN FRANCISCO,CA,94103,,,2023-08-14,72.54,,TRAVEL MEALS,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42013,,,ORG,UBER EATS,,,,,,1455 MARKET STREET,,SAN FRANCISCO,CA,94103,,,2023-08-14,53.08,,TRAVEL MEALS,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42014,,,ORG,UBER EATS,,,,,,1455 MARKET STREET,,SAN FRANCISCO,CA,94103,,,2023-08-14,60.68,,TRAVEL MEALS,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42018,,,ORG,UBER EATS,,,,,,1455 MARKET STREET,,SAN FRANCISCO,CA,94103,,,2023-08-14,33.12,,TRAVEL MEALS,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42129,,,ORG,UBER EATS,,,,,,1455 MARKET STREET,,SAN FRANCISCO,CA,94103,,,2023-10-13,52.72,,TRAVEL MEALS,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42137,,,ORG,UBER EATS,,,,,,1455 MARKET STREET,,SAN FRANCISCO,CA,94103,,,2023-10-13,58.44,,TRAVEL MEALS,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42140,,,ORG,UBER EATS,,,,,,1455 MARKET STREET,,SAN FRANCISCO,CA,94103,,,2023-10-13,265.30,,MEETING EXPENSE- NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42167,,,ORG,UBER EATS,,,,,,1455 MARKET STREET,,SAN FRANCISCO,CA,94103,,,2023-11-14,48.17,,TRAVEL MEALS,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42186,,,ORG,UBER EATS,,,,,,1455 MARKET STREET,,SAN FRANCISCO,CA,94103,,,2023-11-14,42.77,,TRAVEL MEALS,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42195,,,ORG,UBER EATS,,,,,,1455 MARKET STREET,,SAN FRANCISCO,CA,94103,,,2023-11-14,72.02,,TRAVEL MEALS,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42229,,,ORG,UBER EATS,,,,,,1455 MARKET STREET,,SAN FRANCISCO,CA,94103,,,2023-12-14,49.60,,TRAVEL MEALS,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42240,,,ORG,UBER EATS,,,,,,1455 MARKET STREET,,SAN FRANCISCO,CA,94103,,,2023-12-14,65.66,,TRAVEL MEALS,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42057,,,ORG,UBER TRIP,,,,,,1455 MARKET STREET,SUITE 400,SAN FRANCISCO,CA,94103,,,2023-09-14,6.78,,TRAVEL EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42058,,,ORG,UBER TRIP,,,,,,1455 MARKET STREET,SUITE 400,SAN FRANCISCO,CA,94103,,,2023-09-14,27.75,,TRAVEL EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42059,,,ORG,UBER TRIP,,,,,,1455 MARKET STREET,SUITE 400,SAN FRANCISCO,CA,94103,,,2023-09-14,25.19,,TRAVEL EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42083,,,ORG,UBER TRIP,,,,,,1455 MARKET STREET,SUITE 400,SAN FRANCISCO,CA,94103,,,2023-09-14,21.17,,TRAVEL EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42086,,,ORG,UBER TRIP,,,,,,1455 MARKET STREET,SUITE 400,SAN FRANCISCO,CA,94103,,,2023-09-14,17.83,,TRAVEL EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42144,,,ORG,UBER TRIP,,,,,,1455 MARKET STREET,SUITE 400,SAN FRANCISCO,CA,94103,,,2023-10-13,62.71,,TRAVEL EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42145,,,ORG,UBER TRIP,,,,,,1455 MARKET STREET,SUITE 400,SAN FRANCISCO,CA,94103,,,2023-10-13,26.27,,TRAVEL EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42146,,,ORG,UBER TRIP,,,,,,1455 MARKET STREET,SUITE 400,SAN FRANCISCO,CA,94103,,,2023-10-13,32.62,,TRAVEL EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42207,,,ORG,UBER TRIP,,,,,,1455 MARKET STREET,SUITE 400,SAN FRANCISCO,CA,94103,,,2023-11-14,35.66,,TRAVEL EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42208,,,ORG,UBER TRIP,,,,,,1455 MARKET STREET,SUITE 400,SAN FRANCISCO,CA,94103,,,2023-11-14,42.55,,TRAVEL EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42214,,,ORG,UBER TRIP,,,,,,1455 MARKET STREET,SUITE 400,SAN FRANCISCO,CA,94103,,,2023-12-14,0.78,,TRAVEL EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42222,,,ORG,UBER TRIP,,,,,,1455 MARKET STREET,SUITE 400,SAN FRANCISCO,CA,94103,,,2023-12-14,34.40,,TRAVEL EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42228,,,ORG,UBER TRIP,,,,,,1455 MARKET STREET,SUITE 400,SAN FRANCISCO,CA,94103,,,2023-12-14,32.37,,TRAVEL EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42254,,,ORG,UBER TRIP,,,,,,1455 MARKET STREET,SUITE 400,SAN FRANCISCO,CA,94103,,,2023-12-14,29.39,,TRAVEL EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42255,,,ORG,UBER TRIP,,,,,,1455 MARKET STREET,SUITE 400,SAN FRANCISCO,CA,94103,,,2023-12-14,34.73,,TRAVEL EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42261,,,ORG,UBER TRIP,,,,,,1455 MARKET STREET,SUITE 400,SAN FRANCISCO,CA,94103,,,2023-12-14,79.21,,TRAVEL EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41825,,,IND,,WILMORE,TROY,,,,2217 N WANAMAKER STREET,,PHILADELPHIA,PA,19131,,,2023-11-06,300.00,,MEDIA CONSULTANT,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41800,,,ORG,WURD RADIO LLC,,,,,,1341 N DELAWARE AVENUE,,PHILADELPHIA,PA,19125,,,2023-10-04,5000.00,,BROADCAST EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42019,,,ORG,WYNDHAM,,,,,,401 S NEW YORK RD,,GALLOWAY,NJ,08205,,,2023-08-14,462.70,,CONFERENCE LODGING,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42025,,,ORG,WYNDHAM,,,,,,401 S NEW YORK RD,,GALLOWAY,NJ,08205,,,2023-08-14,24.19,,CONFERENCE LODGING,,,,,,,,,,,,,,,,,,,,
